,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
637,0863595002,863595,Baraboom,245,Cardigan,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long cardigan in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs, hem and back of the neck. No buttons. The polyester content of the cardigan is recycled."
638,0863595005,863595,Baraboom,245,Cardigan,Garment Upper body,1010010,Melange,14,Dark Beige,4,Dark,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long cardigan in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs, hem and back of the neck. No buttons. The polyester content of the cardigan is recycled."
639,0863595006,863595,Baraboom throw-on,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long cardigan in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs, hem and back of the neck. No buttons. The polyester content of the cardigan is recycled."
640,0863646003,863646,Matey,252,Sweater,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide, V-neck jumper in a knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
641,0863665003,863665,Jenkins dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Short dress in patterned chiffon with a round neckline and an opening with a button at the back of the neck. Long sleeves with gathered shoulder seams and narrow elastication and a flounced trim at the cuffs. Elasticated seam at the waist and a layered skirt. Jersey lining.
642,0864415002,864415,Ilse Myntha Thong 2p,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset and string back."
643,0864562001,864562,Sussie Flared Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3936,EQ Divided Basics,D,Divided,2,Divided,80,Divided Complements Other,1002,Jersey Basic,"Leggings in soft, stretch cotton jersey with a high, elasticated waist and flared hems."
644,0864562005,864562,Sussie Flared Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Leggings in soft, stretch cotton jersey with a high, elasticated waist and flared hems."
645,0864703001,864703,Pria tee,255,T-shirt,Garment Upper body,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Top in soft, printed jersey with a narrow trim around the neckline, and a rounded hem. Slightly longer at the back."
646,0865076001,865076,Hazel,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,T-shirt in soft cotton jersey with a slightly wider neckline and a rounded hem.
647,0865929002,865929,Minja 2.0,254,Top,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, polo-neck top in soft jersey with long sleeves."
648,0865929004,865929,Minja 2.0,254,Top,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, polo-neck top in soft jersey with long sleeves."
649,0865929007,865929,Minja 2.0,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, polo-neck top in soft jersey with long sleeves."
650,0865929014,865929,Minja 2.0,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, polo-neck top in soft jersey with long sleeves."
651,0866261001,866261,Bella Cheeky Brazilian,59,Swimwear bottom,Swimwear,1010016,Solid,91,Light Green,3,Light,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low, V-shaped waist and high cut at the back."
652,0866307001,866307,Sammy dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short, V-neck dress in jersey with gathers at the shoulders and short, wide sleeves. Tapered waist with gathered seams for a gently draped effect. Lined."
653,0866610001,866610,Sanibel Zip TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Track pants in fast-drying functional fabric with wide, covered elastication and a drawstring at the waist. Mesh-lined side pockets, contrasting colour panels down the sides and a concealed zip at the hems."
654,0866731003,866731,LANA seamless HW tigths,273,Leggings/Tights,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Ankle-length sports tights in fast-drying functional fabric. High waist with wide, elasticated ribbing. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility."
655,0866772004,866772,Jelly tee,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Straight-cut T-shirt in soft jersey made from a cotton and silk blend. Flatlock seam at the front and ribbing around the neckline.
656,0867966009,867966,S. Skinny HW Ankle Star Consc,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with an extra-high waist, zip fly and button, and super-skinny legs."
657,0867966010,867966,S. Skinny HW Ankle Star Consc,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with an extra-high waist, zip fly and button, and super-skinny legs."
658,0867969002,867969,Skinny RW Chic,-1,Unknown,Unknown,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and skinny legs."
659,0867969003,867969,Skinny RW Chic,-1,Unknown,Unknown,1010023,Denim,72,Blue,3,Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and skinny legs."
660,0868134001,868134,Lee parka,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Lightly padded parka in cotton twill with a high collar and lined hood with a folding trim around the edge. Zip and wind flap with press-studs down the front, handwarmer pockets with a flap and concealed press-stud, and flap front pockets with a press-stud. Drawstring at the waist and a tab with a press-stud at the cuffs. Quilted lining."
661,0868641002,868641,Alisa,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Slightly longer jumper knitted in tape yarn with a slight sheen. V-neck, low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
662,0868823007,868823,Strong seamless v-neck bralett,254,Top,Garment Upper body,1010010,Melange,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"V-neck sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
663,0868823008,868823,Strong seamless v-neck bralett,254,Top,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"V-neck sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
664,0868823011,868823,Strong seamless v-neck bralett,254,Top,Garment Upper body,1010010,Melange,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"V-neck sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
665,0868874006,868874,Lorena flannel shirt,259,Shirt,Garment Upper body,1010004,Check,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in soft, lightweight cotton flannel with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pockets, dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
666,0869331002,869331,Trailmix seamless bralette,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Light-support sports bralette suitable for low-intensity workouts with a fast-drying function designed to help keep you dry and cool while exercising. Wide shoulder straps, a racer back and lined cups with removable inserts for an adjustable fit and to shape the bust. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
667,0869331006,869331,Trailmix seamless bralette (C),306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Light-support sports bralette suitable for low-intensity workouts with a fast-drying function designed to help keep you dry and cool while exercising. Wide shoulder straps, a racer back and lined cups with removable inserts for an adjustable fit and to shape the bust. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
668,0869473003,869473,SPINEL STRIPE LS,254,Top,Garment Upper body,1010017,Stripe,92,Green,1,Dusty Light,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-cut top in soft cotton jersey with a round neckline, gently dropped shoulders and long sleeves with flatlock seams at the cuffs."
669,0869706001,869706,Basket coat(1),262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a soft weave with notch lapels, a one-button fastening, diagonal welt front pockets, and a single back vent. Unlined. The polyester content of the coat is recycled."
670,0869839003,869839,ESSENTIAL AGNES LS TVP,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted top in soft cotton jersey with a round neckline and long sleeves.
671,0870328003,870328,Rooney Dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in airy, crinkled plumeti chiffon. Wide neckline with a small opening and drawstring at the front, and long sleeves with a flounced trim at the cuffs. Narrow, elasticated seam at the waist and a seam with a wide flounce at the hem. Jersey lining."
672,0870531001,870531,ED Matey,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,"Wide, V-neck jumper in a knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs and hem."
673,0870541001,870541,B Kerry Kimono.,300,Sarong,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Jacket in a soft, airy jacquard weave with 3/4-length sleeves and slits in the sides. No fasteners."
674,0870970001,870970,Zabrina midi dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted, sleeveless calf-length dress in ribbed jersey."
675,0871527003,871527,Ada,258,Blouse,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in satin with a collar, buttons down the front and a double-layered yoke with forward-facing shoulder seams and a seam with pleats at the back. Long sleeves with buttoned, double-layered cuffs, and a rounded hem."
676,0871710012,871710,SPEED BRUNO  SHIRT,259,Shirt,Garment Upper body,1010016,Solid,7,Grey,4,Dark,-1,Unknown,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Oversized shirt in soft, narrow-wale cotton corduroy with a collar, covered buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Open chest pockets and a gently rounded hem. Slightly longer at the back."
677,0871889001,871889,Cali HW wide leg dnm trs,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket jeans in washed cotton denim with a high waist, zip fly and button and wide, straight legs."
678,0871997001,871997,Bootcut HW Nova,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and legs with wide, flared hems. The cotton content of the jeans is partly recycled."
679,0871997002,871997,Bootcut HW Nova,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and legs with wide, flared hems. The cotton content of the jeans is partly recycled."
680,0872378006,872378,Taina Top,258,Blouse,Garment Upper body,1010001,All over pattern,92,Green,1,Dusty Light,19,Green,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in an airy weave with a V-shaped opening, concealed buttons and pin-tucks at the front. Double-layered flutter sleeves, a yoke with a pleat at the back, and a rounded hem. The polyester content of the blouse is partly recycled."
681,0872537001,872537,Marita coat,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Coat in woven fabric with a soft, brushed finish. Notch lapels and a wrapover front with concealed press-studs and a detachable tie belt at the waist. Discreet side pockets and a single back vent. Satin lining. The polyester content of the coat’s lining is partly recycled."
682,0873274002,873274,Cassie,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft knit containing some wool with a ribbed polo neck, dropped shoulders and long sleeves. High slits in the sides and ribbing at the cuffs and hem. Longer at the back. The polyester content of the jumper is recycled."
683,0873771002,873771,Jenna,264,Blazer,Garment Upper body,1010010,Melange,13,Beige,1,Dusty Light,11,Beige,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Straight-cut, double-breasted jacket in woven fabric with notch lapels, buttons at the front and welt front pockets with a flap. Lined in recycled polyester."
684,0874110002,874110,Herbal Hood -TVP,308,Hoodie,Garment Upper body,1010014,Placement print,51,Light Pink,1,Dusty Light,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Top in sweatshirt fabric with a jersey-lined hood, dropped shoulder seams and ribbing at the cuffs and hem. Brushed inside."
685,0874113005,874113,Zebra sweat - TVP,252,Sweater,Garment Upper body,1010014,Placement print,7,Grey,4,Dark,-1,Unknown,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Top in sweatshirt fabric made from a cotton blend. Wide, raglan sleeves and ribbing at the cuffs and hem."
686,0874754001,874754,Alexion sweater,252,Sweater,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Relaxed-fit jumper in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled."
687,0874754002,874754,Alexion sweater,252,Sweater,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,19,Green,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Relaxed-fit jumper in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled."
688,0874754004,874754,Alexion sweater,252,Sweater,Garment Upper body,1010017,Stripe,92,Green,1,Dusty Light,19,Green,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Relaxed-fit jumper in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled."
689,0874819001,874819,Maltese FUP,245,Cardigan,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,Long cardigan in a soft knit containing some wool with dropped shoulders and patch front pockets. No buttons. The polyester content of the cardigan is recycled.
690,0874819002,874819,Maltese FUP,245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,Long cardigan in a soft knit containing some wool with dropped shoulders and patch front pockets. No buttons. The polyester content of the cardigan is recycled.
691,0874819003,874819,Maltese FUP,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,Long cardigan in a soft knit containing some wool with dropped shoulders and patch front pockets. No buttons. The polyester content of the cardigan is recycled.
692,0874891002,874891,Elie,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Longer blouse in lightweight, softly draping satin with a sheen. Small, gathered stand-up collar, a V-shaped opening at the front and a yoke with a pleat at the back. Long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back."
693,0874891003,874891,Elie,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Longer blouse in lightweight, softly draping satin with a sheen. Small, gathered stand-up collar, a V-shaped opening at the front and a yoke with a pleat at the back. Long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back."
694,0875635003,875635,GIselle thong,286,Underwear bottom,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Waist-high thong briefs in ribbed jersey with a V-shaped waist, narrow sides and lined gusset."
695,0876009002,876009,Nat ls cord,259,Shirt,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in cotton corduroy with a button-down collar, classic front and yoke at the back. Open chest pocket and long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
696,0876009005,876009,Nat ls cord,259,Shirt,Garment Upper body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in cotton corduroy with a button-down collar, classic front and yoke at the back. Open chest pocket and long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
697,0876346001,876346,Festival Camilla Lurex Dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in airy, crinkled chiffon with a V-neck and sewn-in wrapover at the front. Long sleeves, covered elastication at the waist and a gently flared skirt with a seam and wide flounce at the hem. Scalloped lace trims at the cuffs and hem. Partly lined in jersey."
698,0877137002,877137,Theo pile sweater,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Oversized, straight-cut top in soft faux shearling with dropped shoulders, long, wide sleeves and ribbing around the neckline and cuffs. Fine-knit inside."
699,0877666001,877666,ED Antonia tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Straight-cut T-shirt in heavy cotton jersey with a round, rib-trimmed neckline."
700,0877769001,877769,Sky wide trouser(1),272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Trousers in woven fabric made from recycled polyester with a high waist, concealed hook-and-eye fastener, zip fly and wide, straight legs with creases."
701,0877961002,877961,1p Shaftless,302,Socks,Socks & Tights,1010001,All over pattern,10,White,3,Light,9,White,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Shaftless socks in a soft, fine-knit cotton blend."
702,0878629002,878629,OP NEW wireless padded Rio,306,Bra,Underwear,1010016,Solid,51,Light Pink,3,Light,4,Pink,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre with adjustable shoulder straps and padded cups that shape the bust and provide good support. Hook-and-eye fastening at the back."
703,0879132003,879132,Manila Long Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long cardigan in a rib-knit cotton blend with low dropped shoulders, long, wide sleeves and patch front pockets."
704,0879242007,879242,Zoë dress,265,Dress,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, sleeveless, straight-cut dress in softly draping satin with a small pleated stand-up collar that ties at the back of the neck, and a small opening at the back. Lined."
705,0879287001,879287,Chickpea Seamless Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sleeveless sports top in ribbed jersey with a deep neckline and racer back. Integral sports bra with removable inserts that shape the bust and provide good support, and an elasticated hem. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility."
706,0879287002,879287,Chickpea Seamless Tank,253,Vest top,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sleeveless sports top in ribbed jersey with a deep neckline and racer back. Integral sports bra with removable inserts that shape the bust and provide good support, and an elasticated hem. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility."
707,0879965002,879965,Nicole,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in ribbed jersey made from a cotton blend. Narrow cut at the top with a round neckline.
708,0880008001,880008,Fatima t-shirt,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Straight-cut T-shirt in jersey made from a cotton blend with cap sleeves and a rounded hem.
709,0880099002,880099,Parrot ss,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Cropped top in ribbed jersey with short sleeves. Elastication and a drawstring at the sides for a gently draped effect.
710,0880358004,880358,Coli ruffle dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Ankle-length dress in soft jersey with a round, slightly wider neckline and wide shoulder straps. Relaxed fit with gathered tiers for added width and soft draping. Unlined."
711,0881942001,881942,Fox,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Fitted, smocked blouse in woven fabric with a frill-trimmed boat neck, long, voluminous puff sleeves with smocking and a frill trim at the cuffs, and a frill trim at the hem."
712,0882888002,882888,Agneta jumpsuit,272,Trousers,Garment Lower body,1010017,Stripe,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Ankle-length jumpsuit in airy jersey crêpe with a V-neck and wrapover top with a concealed hook-and-eye fastening. Short sleeves, an elasticated seam and detachable tie belt at the waist, and straight, wide legs. Unlined."
713,0882899003,882899,Embrace S.Skinny HW Trash,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with worn details. High waist, zip fly and button and skinny legs. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
714,0882925002,882925,Tora rib tank,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest top in ribbed cotton jersey with a round neck.
715,0882925004,882925,Tora,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest top in ribbed cotton jersey with a round neck.
